"Gen1","Gene2","Symbol1","Symbol2","Table Names","Weighted Correlation","Confidence"
"FBgn0001987","FBgn0030266","Gli","CG11122","PPI: From other databases","-","-"
"FBgn0001987","FBgn0036329","Gli","CG11262","PPI: From other databases","-","-"
"FBgn0001987","FBgn0029810","Gli","CG12239","PPI: From other databases","-","-"
"FBgn0001987","FBgn0033628","Gli","CG13203","PPI: From other databases","-","-"
"FBgn0001987","FBgn0085415","Gli","CG34386","PPI: From other databases","-","-"
"FBgn0001987","FBgn0025681","Gli","CG3558","PPI: From other databases","-","-"
"FBgn0001987","FBgn0034742","Gli","CG4294","PPI: From other databases","-","-"
"FBgn0001987","FBgn0030432","Gli","CG4404","PPI: From other databases","-","-"
"FBgn0001987","FBgn0037063","Gli","CG9391","PPI: From other databases","-","-"
"FBgn0001987","FBgn0029939","Gli","CG9650","PPI: From other databases","-","-"
"FBgn0001987","FBgn0011570","Gli","cpb","PPI: From other databases","-","-"
"FBgn0001987","FBgn0262081","Gli","Csk","PPI: Flybase Curated PPI","-","-"
"FBgn0001987","FBgn0263930","Gli","dally","PPI: From other databases","-","-"
"FBgn0001987","FBgn0005427","Gli","ewg","PPI: From other databases","-","-"
"FBgn0001987","FBgn0031107","Gli","HERC2","PPI: From other databases","-","-"
"FBgn0001987","FBgn0001197","Gli","His2Av","PPI: Curagen two-hybrid",".3824",".197"
"FBgn0001987","FBgn0001233","Gli","Hsp83","PPI: Curagen two-hybrid",".1229",".188"
"FBgn0001987","FBgn0011225","Gli","jar","PPI: From other databases","-","-"
"FBgn0001987","FBgn0263667","Gli","Lpt","PPI: From other databases","-","-"
"FBgn0001987","FBgn0266369","Gli","Mtp","PPI: From other databases","-","-"
"FBgn0001987","FBgn0005777","Gli","PpD3","PPI: From other databases","-","-"
"FBgn0001987","FBgn0028690","Gli","Rpn5","PPI: From other databases","-","-"
"FBgn0001987","FBgn0002787","Gli","Rpn8","PPI: From other databases","-","-"
"FBgn0001987","FBgn0038269","Gli","Rrp6","PPI: From other databases","-","-"
"FBgn0001987","FBgn0040022","Gli","Set1","PPI: From other databases","-","-"
"FBgn0001987","FBgn0265630","Gli","sno","PPI: From other databases","-","-"
"FBgn0001987","FBgn0037371","Gli","Sym","PPI: From other databases","-","-"
"FBgn0001987","FBgn0027080","Gli","TyrRS","PPI: From other databases","-","-"
"FBgn0001987","FBgn0038862","Gli","Usp8","PPI: From other databases","-","-"
"FBgn0001137","FBgn0030318","grk","rho-4","PPI: Flybase Curated PPI|PPI: From other databases","-.4472","-"
"FBgn0001142","FBgn0031359","Gs1","Rim2","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0001150","FBgn0001297","gt","kay","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0008636","FBgn0015797","hbn","Rab6","PPI: DPiM coAP complex",".0574","-"
"FBgn0025825","FBgn0003231","HDAC3","ref(2)P","PPI: DPiM coAP complex","-.0816","-"
"FBgn0028577","FBgn0013305","hfp","Nmda1","PPI: Curagen two-hybrid",".1898",".413"
"FBgn0036309","FBgn0027569","Hip1","cert","PPI: Curagen two-hybrid",".5179",".429"
"FBgn0026582","FBgn0001297","Hmg-2","kay","PPI: Curagen two-hybrid","-.3253",".419"
"FBgn0001208","FBgn0027654","Hn","jdp","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid",".39",".408"
"FBgn0025777","FBgn0027594","homer","drpr","PPI: Curagen two-hybrid",".0162",".401"
"FBgn0004864","FBgn0015797","hop","Rab6","PPI: DPiM coAP complex",".4436","-"
"FBgn0261456","FBgn0028552","hpo","gammaSnap1","PPI: Curagen two-hybrid",".1074",".446"
"FBgn0285991","FBgn0003231","hpRNA:CR18854","ref(2)P","PPI: DPiM coAP complex",".2119","-"
"FBgn0026418","FBgn0028515","Hsc70Cb","EndoGI","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0001223","FBgn0003231","Hsp22","ref(2)P","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0001224","FBgn0003231","Hsp23","ref(2)P","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0001225","FBgn0003231","Hsp26","ref(2)P","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0001226","FBgn0003231","Hsp27","ref(2)P","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015245","FBgn0031359","Hsp60A","Rim2","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0028546","FBgn0032812","ics","Hakai","PPI: Curagen two-hybrid",".012",".405"
"FBgn0013467","FBgn0003231","igl","ref(2)P","PPI: DPiM coAP complex","-.2053","-"
"FBgn0028427","FBgn0028546","Ilk","ics","PPI: Flybase Curated PPI|PPI: From other databases",".7708",".503"
"FBgn0025885","FBgn0028515","Inos","EndoGI","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0010395","FBgn0261552","Itgbn","ps","PPI: From other databases","-","-"
"FBgn0027654","FBgn0063492","jdp","GstE8","PPI: Curagen two-hybrid",".1064",".299"
"FBgn0020412","FBgn0027569","JIL-1","cert","PPI: From other databases","-","-"
"FBgn0001285","FBgn0015797","Jon44E","Rab6","PPI: DPiM coAP complex","-.0221","-"
"FBgn0035667","FBgn0003231","Jon65Ai","ref(2)P","PPI: DPiM coAP complex",".2671","-"
"FBgn0001291","FBgn0001297","Jra","kay","PPI: Curagen two-hybrid|PPI: Flybase Curated PPI|PPI: DPiM coAP complex|PPI: From other databases",".3396",".431"
"FBgn0001297","FBgn0037555","kay","Ada2b","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0001297","FBgn0051739","kay","AspRS-m","PPI: DPiM coAP complex","-.4276","-"
"FBgn0001297","FBgn0031453","kay","Bacc","PPI: DPiM coAP complex","-.4404","-"
"FBgn0001297","FBgn0033021","kay","CG10417","PPI: DPiM coAP complex","-.4853","-"
"FBgn0001297","FBgn0032490","kay","CG16813","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0001297","FBgn0032491","kay","CG16815","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0001297","FBgn0030944","kay","CG6617","PPI: DPiM coAP complex","-.3833","-"
"FBgn0001297","FBgn0037094","kay","CG7611","PPI: DPiM coAP complex","-.1317","-"
"FBgn0001297","FBgn0037607","kay","CG8036","PPI: DPiM coAP complex",".1696","-"
"FBgn0001297","FBgn0028387","kay","chm","PPI: Flybase Curated PPI|PPI: From other databases","-.481","-"
"FBgn0001297","FBgn0044323","kay","Cka","PPI: Flybase Curated PPI|PPI: From other databases","-.2732","-"
"FBgn0001297","FBgn0015247","kay","Diap2","PPI: From other databases","-.0099","-"
"FBgn0001297","FBgn0020388","kay","Gcn5","PPI: From other databases","-.4233","-"
"FBgn0001297","FBgn0039580","kay","Gfat2","PPI: DPiM coAP complex","-.1443","-"
"FBgn0001297","FBgn0039904","kay","Hcf","PPI: DPiM coAP complex","-.4174","-"
"FBgn0001297","FBgn0015805","kay","HDAC1","PPI: Flybase Curated PPI|PPI: DPiM coAP complex|PPI: From other databases","-.3853","-"
"FBgn0001297","FBgn0029676","kay","HIP-R","PPI: DPiM coAP complex","-.2771","-"
"FBgn0001297","FBgn0001226","kay","Hsp27","PPI: DPiM coAP complex","-.0694","-"
"FBgn0001297","FBgn0024222","kay","IKKbeta","PPI: From other databases","-.2156","-"
"FBgn0001297","FBgn0086442","kay","mib2","PPI: DPiM coAP complex",".0118","-"
"FBgn0001297","FBgn0026252","kay","msk","PPI: DPiM coAP complex","-.0676","-"
"FBgn0001297","FBgn0026401","kay","Nipped-B","PPI: DPiM coAP complex","-.6031","-"
"FBgn0001297","FBgn0034259","kay","P32","PPI: DPiM coAP complex","-.2155","-"
"FBgn0001297","FBgn0004872","kay","piwi","PPI: From other databases","-","-"
"FBgn0001297","FBgn0040078","kay","pont","PPI: DPiM coAP complex","-.4406","-"
"FBgn0001297","FBgn0040075","kay","rept","PPI: DPiM coAP complex","-.34","-"
"FBgn0001297","FBgn0032202","kay","REPTOR-BP","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0001297","FBgn0286051","kay","Rexo5","PPI: DPiM coAP complex",".1429","-"
"FBgn0001297","FBgn0003256","kay","rl","PPI: Flybase Curated PPI|PPI: From other databases","-.4467","-"
"FBgn0001297","FBgn0020369","kay","Rpt6","PPI: DPiM coAP complex",".0728","-"
"FBgn0001297","FBgn0040022","kay","Set1","PPI: DPiM coAP complex","-.3087","-"
"FBgn0001297","FBgn0015615","kay","SMC3","PPI: DPiM coAP complex","-.1111","-"
"FBgn0001297","FBgn0261403","kay","sxc","PPI: DPiM coAP complex","-.2594","-"
"FBgn0001297","FBgn0086358","kay","Tab2","PPI: From other databases","-.0497","-"
"FBgn0001297","FBgn0016076","kay","vri","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0022029","FBgn0027569","l(2)k01209","cert","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0002524","FBgn0052758","lace","CG32758","PPI: Curagen two-hybrid",".0348",".342"
"FBgn0002524","FBgn0038388","lace","CG4287","PPI: Curagen two-hybrid","-.0126",".373"
"FBgn0002524","FBgn0040477","lace","cid","PPI: Curagen two-hybrid",".2068",".34"
"FBgn0002524","FBgn0011761","lace","dhd","PPI: Curagen two-hybrid",".316",".348"
"FBgn0002524","FBgn0032643","lace","GCS2beta","PPI: Curagen two-hybrid",".1662",".362"
"FBgn0002524","FBgn0266599","lace","Hsc70-4","PPI: Curagen two-hybrid",".2332",".215"
"FBgn0002524","FBgn0005777","lace","PpD3","PPI: From other databases","-","-"
"FBgn0002524","FBgn0285949","lace","RpL31","PPI: Curagen two-hybrid",".2208",".159"
"FBgn0002524","FBgn0034743","lace","RpS16","PPI: Curagen two-hybrid","-.1809",".189"
"FBgn0002524","FBgn0086532","lace","Spt-I","PPI: Flybase Curated PPI|PPI: From other databases",".4699",".649"
"FBgn0002524","FBgn0283536","lace","Vha13","PPI: Curagen two-hybrid",".3527",".277"
"FBgn0035838","FBgn0003231","ldbr","ref(2)P","PPI: DPiM coAP complex",".0172","-"
"FBgn0027611","FBgn0003231","LManII","ref(2)P","PPI: DPiM coAP complex",".2339","-"
"FBgn0250820","FBgn0002524","meigo","lace","PPI: Curagen two-hybrid",".0856",".37"
"FBgn0260856","FBgn0003660","Membrin","Syb","PPI: DPiM coAP complex",".2387","-"
"FBgn0260856","FBgn0011708","Membrin","Syx5","PPI: DPiM coAP complex",".6539","-"
"FBgn0002719","FBgn0003660","Men","Syb","PPI: DPiM coAP complex","-.507","-"
"FBgn0004456","FBgn0010395","mew","Itgbn","PPI: From other databases","-","-"
"FBgn0036844","FBgn0003231","Mkp3","ref(2)P","PPI: DPiM coAP complex","-.0004","-"
"FBgn0031885","FBgn0003231","Mnn1","ref(2)P","PPI: DPiM coAP complex",".4228","-"
"FBgn0011661","FBgn0028515","Moe","EndoGI","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0027609","FBgn0003231","morgue","ref(2)P","PPI: DPiM coAP complex","-.2367","-"
"FBgn0011672","FBgn0000416","Mvl","Sap-r","PPI: Curagen two-hybrid",".5915",".379"
"FBgn0015772","FBgn0027569","Nak","cert","PPI: From other databases","-","-"
"FBgn0028999","FBgn0019890","nerfin-1","Smg5","PPI: DPiM coAP complex",".133","-"
"FBgn0015774","FBgn0028552","NetB","gammaSnap1","PPI: From other databases","-","-"
"FBgn0015774","FBgn0027654","NetB","jdp","PPI: From other databases","-","-"
"FBgn0015774","FBgn0019890","NetB","Smg5","PPI: From other databases","-","-"
"FBgn0027929","FBgn0003231","NimB1","ref(2)P","PPI: DPiM coAP complex",".2106","-"
"FBgn0021874","FBgn0003231","Nle","ref(2)P","PPI: DPiM coAP complex","-.4229","-"
"FBgn0016685","FBgn0028515","Nlp","EndoGI","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0013305","FBgn0033308","Nmda1","CG8736","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0014366","FBgn0002524","noi","lace","PPI: DPiM coAP complex",".1078","-"
"FBgn0022774","FBgn0028515","Oat","EndoGI","PPI: DPiM coAP complex",".1985","-"
"FBgn0041585","FBgn0003231","olf186-F","ref(2)P","PPI: DPiM coAP complex",".5806","-"
"FBgn0041585","FBgn0003660","olf186-F","Syb","PPI: DPiM coAP complex",".1293","-"
"FBgn0039044","FBgn0003231","p53","ref(2)P","PPI: DPiM coAP complex",".1291","-"
"FBgn0020513","FBgn0028515","Paics","EndoGI","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0004654","FBgn0028515","Pgd","EndoGI","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0030695","FBgn0003231","PGRP-LE","ref(2)P","PPI: DPiM coAP complex",".3835","-"
"FBgn0260962","FBgn0003231","pic","ref(2)P","PPI: DPiM coAP complex","-.065","-"
"FBgn0010309","FBgn0003231","pigeon","ref(2)P","PPI: DPiM coAP complex","-.2117","-"
"FBgn0000273","FBgn0003231","Pka-C1","ref(2)P","PPI: DPiM coAP complex","-.0576","-"
"FBgn0000489","FBgn0000181","Pka-C3","bic","PPI: Curagen two-hybrid","-.0577",".247"
"FBgn0000489","FBgn0036479","Pka-C3","CG13458","PPI: Curagen two-hybrid",".2623",".261"
"FBgn0000489","FBgn0014931","Pka-C3","CG2678","PPI: Curagen two-hybrid","-.3415",".252"
"FBgn0000489","FBgn0265140","Pka-C3","Meltrin","PPI: From other databases","-","-"
"FBgn0000489","FBgn0003656","Pka-C3","sws","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0004363","FBgn0015797","porin","Rab6","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0011826","FBgn0003231","Pp2B-14D","ref(2)P","PPI: DPiM coAP complex",".2464","-"
"FBgn0005777","FBgn0028552","PpD3","gammaSnap1","PPI: From other databases","-","-"
"FBgn0005777","FBgn0019890","PpD3","Smg5","PPI: From other databases","-","-"
"FBgn0034948","FBgn0015797","PPP1R15","Rab6","PPI: DPiM coAP complex","-.0715","-"
"FBgn0034948","FBgn0003231","PPP1R15","ref(2)P","PPI: DPiM coAP complex",".1027","-"
"FBgn0016697","FBgn0003231","Prosalpha5","ref(2)P","PPI: DPiM coAP complex",".5721","-"
"FBgn0037296","FBgn0003231","Prosbeta2R2","ref(2)P","PPI: DPiM coAP complex",".0643","-"
"FBgn0028341","FBgn0003660","Ptpmeg2","Syb","PPI: DPiM coAP complex",".3129","-"
"FBgn0003162","FBgn0039213","Pu","atl","PPI: From other databases",".0136","-"
"FBgn0003162","FBgn0004587","Pu","B52","PPI: DPiM coAP complex","-","-"
"FBgn0003162","FBgn0025716","Pu","Bap55","PPI: DPiM coAP complex","-.2251","-"
"FBgn0003162","FBgn0033504","Pu","CAP","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003162","FBgn0039600","Pu","CG1646","PPI: DPiM coAP complex","-.3041","-"
"FBgn0003162","FBgn0035533","Pu","Cip4","PPI: Flybase Curated PPI","-","-"
"FBgn0003162","FBgn0034258","Pu","eIF3c","PPI: DPiM coAP complex","-.2527","-"
"FBgn0003162","FBgn0025582","Pu","eIF3e","PPI: DPiM coAP complex","-.2687","-"
"FBgn0003162","FBgn0036258","Pu","eIF3l","PPI: DPiM coAP complex","-.1735","-"
"FBgn0003162","FBgn0033902","Pu","eIF3m","PPI: DPiM coAP complex","-.1841","-"
"FBgn0003162","FBgn0004875","Pu","enc","PPI: DPiM coAP complex","-.1789","-"
"FBgn0003162","FBgn0025777","Pu","homer","PPI: DPiM coAP complex","-.1879","-"
"FBgn0003162","FBgn0010602","Pu","lwr","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003162","FBgn0002783","Pu","mor","PPI: DPiM coAP complex","-.2894","-"
"FBgn0003162","FBgn0005626","Pu","ple","PPI: From other databases",".242","-"
"FBgn0003162","FBgn0036147","Pu","Plod","PPI: DPiM coAP complex",".2118","-"
"FBgn0003162","FBgn0003162","Pu","Pu","PPI: Curagen two-hybrid|PPI: Flybase Curated PPI|PPI: From other databases","1","-"
"FBgn0003162","FBgn0000100","Pu","RpLP0","PPI: DPiM coAP complex","-.0904","-"
"FBgn0003162","FBgn0053113","Pu","Rtnl1","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0003162","FBgn0036450","Pu","Tdrd3","PPI: DPiM coAP complex","-.2194","-"
"FBgn0003162","FBgn0026015","Pu","Top3beta","PPI: DPiM coAP complex","-.3849","-"
"FBgn0003162","FBgn0052479","Pu","Usp10","PPI: DPiM coAP complex","-.2118","-"
"FBgn0003162","FBgn0035251","Pu","Vta1","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015789","FBgn0015797","Rab10","Rab6","PPI: DPiM coAP complex",".2545","-"
"FBgn0015794","FBgn0010348","Rab18","Arf79F","PPI: DPiM coAP complex",".075","-"
"FBgn0015794","FBgn0011745","Rab18","Arp1","PPI: DPiM coAP complex",".3488","-"
"FBgn0015794","FBgn0015019","Rab18","CCT3","PPI: DPiM coAP complex","-.1121","-"
"FBgn0015794","FBgn0027329","Rab18","CCT6","PPI: DPiM coAP complex","-.169","-"
"FBgn0015794","FBgn0032961","Rab18","CG1416","PPI: DPiM coAP complex","-.3354","-"
"FBgn0015794","FBgn0029860","Rab18","CG15891","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015794","FBgn0051935","Rab18","CG31935","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015794","FBgn0036663","Rab18","CG9674","PPI: DPiM coAP complex",".2565","-"
"FBgn0015794","FBgn0000319","Rab18","Chc","PPI: DPiM coAP complex",".2237","-"
"FBgn0015794","FBgn0031452","Rab18","Cwc25","PPI: DPiM coAP complex","-.4837","-"
"FBgn0015794","FBgn0023507","Rab18","D2hgdh","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015794","FBgn0261397","Rab18","didum","PPI: Curagen two-hybrid",".0289",".388"
"FBgn0015794","FBgn0033879","Rab18","Echs1","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015794","FBgn0014189","Rab18","Hel25E","PPI: DPiM coAP complex","-.4767","-"
"FBgn0015794","FBgn0001258","Rab18","Ldh","PPI: DPiM coAP complex","-.0405","-"
"FBgn0015794","FBgn0038816","Rab18","Lrrk","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015794","FBgn0030993","Rab18","Mec2","PPI: DPiM coAP complex",".468","-"
"FBgn0015794","FBgn0027580","Rab18","PCB","PPI: DPiM coAP complex","-.0449","-"
"FBgn0015794","FBgn0086134","Rab18","Prosalpha2","PPI: DPiM coAP complex",".0144","-"
"FBgn0015794","FBgn0023175","Rab18","Prosalpha7","PPI: DPiM coAP complex","-.0972","-"
"FBgn0015794","FBgn0026380","Rab18","Prosbeta3","PPI: DPiM coAP complex",".0236","-"
"FBgn0015794","FBgn0032596","Rab18","Prosbeta4","PPI: DPiM coAP complex",".0255","-"
"FBgn0015794","FBgn0002284","Rab18","Prosbeta6","PPI: DPiM coAP complex","-.0773","-"
"FBgn0015794","FBgn0014009","Rab18","Rab2","PPI: DPiM coAP complex",".3967","-"
"FBgn0015794","FBgn0035762","Rab18","Rint1","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015794","FBgn0011703","Rab18","RnrL","PPI: DPiM coAP complex","-.3493","-"
"FBgn0015794","FBgn0028695","Rab18","Rpn1","PPI: DPiM coAP complex",".2317","-"
"FBgn0015794","FBgn0028687","Rab18","Rpt1","PPI: DPiM coAP complex",".2424","-"
"FBgn0015794","FBgn0028685","Rab18","Rpt4","PPI: DPiM coAP complex",".0019","-"
"FBgn0015794","FBgn0020369","Rab18","Rpt6","PPI: DPiM coAP complex",".2125","-"
"FBgn0015794","FBgn0264978","Rab18","Slh","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015794","FBgn0037265","Rab18","spartin","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015794","FBgn0038129","Rab18","TBC1D5","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015794","FBgn0021814","Rab18","Vps28","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015794","FBgn0010516","Rab18","wal","PPI: DPiM coAP complex","-.1039","-"
"FBgn0014010","FBgn0015797","Rab5","Rab6","PPI: Flybase Curated PPI|PPI: From other databases",".0702",".435"
"FBgn0015797","FBgn0010348","Rab6","Arf79F","PPI: DPiM coAP complex",".7876","-"
"FBgn0015797","FBgn0032329","Rab6","Art8","PPI: DPiM coAP complex",".3722","-"
"FBgn0015797","FBgn0039213","Rab6","atl","PPI: From other databases",".1096","-"
"FBgn0015797","FBgn0260859","Rab6","Bet3","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015797","FBgn0261787","Rab6","brun","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015797","FBgn0000228","Rab6","Bsg25D","PPI: Hybrigenics two-hybrid","-.1223",".288"
"FBgn0015797","FBgn0267912","Rab6","CanA-14F","PPI: Hybrigenics two-hybrid","-.229",".348"
"FBgn0015797","FBgn0086757","Rab6","cbs","PPI: Flybase Curated PPI|PPI: Hybrigenics two-hybrid|PPI: From other databases",".7209",".497"
"FBgn0015797","FBgn0015019","Rab6","CCT3","PPI: DPiM coAP complex",".2766","-"
"FBgn0015797","FBgn0039056","Rab6","CenB1A","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015797","FBgn0260462","Rab6","CG12163","PPI: DPiM coAP complex","-","-"
"FBgn0015797","FBgn0035811","Rab6","CG12262","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015797","FBgn0031070","Rab6","CG12702","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015797","FBgn0037184","Rab6","CG14450","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015797","FBgn0034398","Rab6","CG15098","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015797","FBgn0038953","Rab6","CG18596","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015797","FBgn0033205","Rab6","CG2064","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015797","FBgn0035090","Rab6","CG2736","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015797","FBgn0050344","Rab6","CG30344","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015797","FBgn0051729","Rab6","CG31729","PPI: DPiM coAP complex",".1109","-"
"FBgn0015797","FBgn0053052","Rab6","CG33052","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015797","FBgn0053110","Rab6","CG33110","PPI: Hybrigenics two-hybrid","-.3934",".121"
"FBgn0015797","FBgn0053303","Rab6","CG33303","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015797","FBgn0029912","Rab6","CG4557","PPI: Curagen two-hybrid|PPI: Hybrigenics two-hybrid",".1116",".429"
"FBgn0015797","FBgn0038686","Rab6","CG5555","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015797","FBgn0038890","Rab6","CG7956","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015797","FBgn0037607","Rab6","CG8036","PPI: DPiM coAP complex","-.2368","-"
"FBgn0015797","FBgn0030699","Rab6","CG8578","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015797","FBgn0030716","Rab6","CG9170","PPI: Hybrigenics two-hybrid",".077",".211"
"FBgn0015797","FBgn0031092","Rab6","CG9577","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015797","FBgn0036663","Rab6","CG9674","PPI: DPiM coAP complex","-.2734","-"
"FBgn0015797","FBgn0000319","Rab6","Chc","PPI: DPiM coAP complex",".7229","-"
"FBgn0015797","FBgn0034072","Rab6","Dg","PPI: Hybrigenics two-hybrid",".4072",".341"
"FBgn0015797","FBgn0086712","Rab6","Egm","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015797","FBgn0053100","Rab6","eIF4EHP","PPI: Curagen two-hybrid","-.0784",".339"
"FBgn0015797","FBgn0262740","Rab6","Evi5","PPI: Flybase Curated PPI|PPI: Hybrigenics two-hybrid|PPI: From other databases",".2222",".294"
"FBgn0015797","FBgn0024555","Rab6","flfl","PPI: Hybrigenics two-hybrid",".1413",".456"
"FBgn0015797","FBgn0264560","Rab6","garz","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015797","FBgn0037881","Rab6","GCC88","PPI: Flybase Curated PPI|PPI: Hybrigenics two-hybrid|PPI: From other databases",".3947",".365"
"FBgn0015797","FBgn0039580","Rab6","Gfat2","PPI: DPiM coAP complex",".6462","-"
"FBgn0015797","FBgn0039562","Rab6","Gp93","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015797","FBgn0001253","Rab6","ImpE1","PPI: Curagen two-hybrid",".4732",".365"
"FBgn0015797","FBgn0020412","Rab6","JIL-1","PPI: Hybrigenics two-hybrid",".4304",".19"
"FBgn0015797","FBgn0267330","Rab6","KdelR","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015797","FBgn0035639","Rab6","kri","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015797","FBgn0001258","Rab6","Ldh","PPI: DPiM coAP complex",".1014","-"
"FBgn0015797","FBgn0026326","Rab6","Mad1","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015797","FBgn0030993","Rab6","Mec2","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015797","FBgn0026059","Rab6","Mhcl","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015797","FBgn0024326","Rab6","Mkk4","PPI: Flybase Curated PPI|PPI: Hybrigenics two-hybrid|PPI: From other databases",".3717",".324"
"FBgn0015797","FBgn0023508","Rab6","Ocrl","PPI: Flybase Curated PPI|PPI: Hybrigenics two-hybrid|PPI: From other databases",".1577",".273"
"FBgn0015797","FBgn0033988","Rab6","pcs","PPI: Hybrigenics two-hybrid",".5131",".362"
"FBgn0015797","FBgn0037329","Rab6","POLDIP2","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015797","FBgn0285937","Rab6","Rab1","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015797","FBgn0014009","Rab6","Rab2","PPI: DPiM coAP complex",".2527","-"
"FBgn0015797","FBgn0023458","Rab6","Rbcn-3A","PPI: Flybase Curated PPI|PPI: From other databases",".0791",".288"
"FBgn0015797","FBgn0033897","Rab6","Rcd1","PPI: Hybrigenics two-hybrid",".1957",".351"
"FBgn0015797","FBgn0003189","Rab6","r","PPI: DPiM coAP complex",".2301","-"
"FBgn0015797","FBgn0028500","Rab6","Rich","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015797","FBgn0035762","Rab6","Rint1","PPI: Flybase Curated PPI|PPI: From other databases","-","-"
"FBgn0015797","FBgn0026181","Rab6","Rok","PPI: Hybrigenics two-hybrid",".3556",".335"
"FBgn0015797","FBgn0017545","Rab6","RpS3A","PPI: Hybrigenics two-hybrid",".489",".186"
"FBgn0015797","FBgn0039713","Rab6","RpS8","PPI: Curagen two-hybrid",".3162",".163"
"FBgn0015797","FBgn0028687","Rab6","Rpt1","PPI: DPiM coAP complex",".1752","-"
"FBgn0015797","FBgn0029118","Rab6","ScsbetaG","PPI: DPiM coAP complex",".6258","-"
